60.00218987464905,1,1,no solution
60.002124547958374,1,1,no solution
24.967106342315674,11645,11676,11946
38.000996112823486,13395,13436,13731
60.00437784194946,1,1,no solution
8.100229024887085,6637,6651,6813
0.0,1,1,0
60.00323820114136,1,1,no solution
60.00425052642822,1,1,no solution
25.128577709197998,11645,11676,11946
38.72206211090088,13395,13436,13731
60.00197625160217,1,1,no solution
8.848301649093628,6637,6651,6813
0.0,1,1,0
60.008180141448975,1,1,no solution
57.97155547142029,17153,17212,17577
28.628235340118408,11645,11676,11946
39.4772412776947,13395,13436,13731
60.01504850387573,1,1,no solution
7.979633092880249,6637,6651,6813
0.0,1,1,0
60.00223112106323,1,1,no solution
60.00011849403381,1,1,no solution
25.615345239639282,11645,11676,11946
37.65974497795105,13395,13436,13731
60.00537109375,1,1,no solution
8.110254287719727,6637,6651,6813
0.0,1,1,0
60.00208282470703,1,1,no solution
58.336604833602905,17153,17212,17577
31.676315546035767,11645,11676,11946
39.0114209651947,13395,13436,13731
60.00610017776489,1,1,no solution
8.052441358566284,6637,6651,6813
0.0,1,1,0
60.008092403411865,1,1,no solution
60.00407695770264,1,1,no solution
26.096741914749146,11645,11676,11946
38.22154116630554,13395,13436,13731
60.000123023986816,1,1,no solution
8.053405523300171,6637,6651,6813
0.0,1,1,0
60.00510263442993,1,1,no solution
60.007187366485596,1,1,no solution
26.34747314453125,11645,11676,11946
38.408042669296265,13395,13436,13731
60.0100884437561,1,1,no solution
8.230958938598633,6637,6651,6813
0.0,1,1,0
60.00463151931763,1,1,no solution
