4.436076879501343,11,4873,12
60.00779151916504,1,1,no solution
60.003708839416504,1,1,no solution
38.582037687301636,13,13988,14
0.7909021377563477,9,1943,10
0.20841312408447266,9,980,9
0.0,1,1,0
4.559770584106445,11,4873,12
60.008784770965576,1,1,no solution
60.00171136856079,1,1,no solution
39.94477295875549,13,13988,14
0.8317646980285645,9,1943,10
0.19943642616271973,9,980,9
0.0,1,1,0
4.555765390396118,11,4873,12
60.00086212158203,1,1,no solution
60.0018584728241,1,1,no solution
38.3719482421875,13,13988,14
0.7789084911346436,9,1943,10
0.19746875762939453,9,980,9
0.0,1,1,0
4.470990419387817,11,4873,12
60.01083517074585,1,1,no solution
60.00320386886597,1,1,no solution
39.252583742141724,13,13988,14
0.7968592643737793,9,1943,10
0.19746923446655273,9,980,9
0.0,1,1,0
4.523823022842407,11,4873,12
60.00485157966614,1,1,no solution
60.00543928146362,1,1,no solution
40.23603534698486,13,13988,14
0.7749173641204834,9,1943,10
0.22736167907714844,9,980,9
0.0,1,1,0
4.4021782875061035,11,4873,12
60.00196170806885,1,1,no solution
60.00500845909119,1,1,no solution
39.15082836151123,13,13988,14
0.8556742668151855,9,1943,10
0.20242810249328613,9,980,9
0.0,1,1,0
4.517894506454468,11,4873,12
60.004865646362305,1,1,no solution
60.005000591278076,1,1,no solution
39.79712200164795,13,13988,14
0.8197977542877197,9,1943,10
0.20542073249816895,9,980,9
0.0,1,1,0
5.456315755844116,11,4873,12
