4.176087379455566,11,4624,12
20.049285411834717,14,9237,13
26.84305238723755,12,10513,13
60.00024199485779,1,1,no solution
24.42655348777771,12,10770,13
8.515352249145508,10,6479,12
60.00141191482544,1,1,no solution
0.2533226013183594,9,1108,10
60.00149154663086,1,1,no solution
60.007325887680054,1,1,no solution
60.00226640701294,1,1,no solution
0.09078574180603027,9,642,9
60.005231857299805,1,1,no solution
1.5518431663513184,12,2751,11
60.002238035202026,1,1,no solution
60.00045728683472,1,1,no solution
10.049070119857788,13,7251,13
4.8819215297698975,12,5135,12
60.00321006774902,1,1,no solution
60.000300884246826,1,1,no solution
60.00723910331726,1,1,no solution
60.00236439704895,1,1,no solution
60.00405836105347,1,1,no solution
60.00202226638794,1,1,no solution
60.00601148605347,1,1,no solution
0.48366665840148926,10,1567,10
60.00227999687195,1,1,no solution
56.99754858016968,15,16658,14
60.00409555435181,1,1,no solution
45.24157214164734,12,15024,14
0.2831742763519287,9,1138,10
60.00498962402344,1,1,no solution
60.00235033035278,1,1,no solution
60.00564479827881,1,1,no solution
41.11721587181091,13,14618,14
60.00598216056824,1,1,no solution
60.00002837181091,1,1,no solution
60.001025915145874,1,1,no solution
25.94292664527893,12,11441,13
60.00326490402222,1,1,no solution
60.00724005699158,1,1,no solution
4.588103294372559,10,4571,12
60.00319981575012,1,1,no solution
14.276772737503052,12,8528,13
60.00681829452515,1,1,no solution
60.003554344177246,1,1,no solution
26.8963041305542,12,11733,13
0.3999021053314209,10,1364,10
60.00748896598816,1,1,no solution
60.0067024230957,1,1,no solution
